Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Colour Family,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
natural-nail-sticks,Natural nail sticks,,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Natural nail sticks,0,shopify,0,deny,manual,5.82,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_d01be224-88ab-4d5c-bd19-75b3e8e376aa.webp?v=1777740616,1,,FALSE,,,,kg,,,active
giup-boat-shape-nail-file-220-240,GIUP Boat Shape Nail File 220/240,"<p>Lima professionale di alta qualità, ideale per modellare, levigare e rifinire unghie naturali, gel e ricostruzioni con precisione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,GIUP Boat Shape Nail File 220/240,0,shopify,0,deny,manual,1.1,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/Nail_Files_Buffer_180-180_Pink_Sponge.webp?v=1777729155,1,,FALSE,,,,kg,,,active
giup-boat-shape-nail-file-100-120-purple-sponge,GIUP Boat Shape Nail File 100/120 Purple Sponge,"<p>Lima professionale di alta qualità, ideale per modellare, levigare e rifinire unghie naturali, gel e ricostruzioni con precisione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,GIUP Boat Shape Nail File 100/120 Purple Sponge,0,shopify,0,deny,manual,1.1,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_2aa7d962-013c-4ef1-be56-73465e2c6133.webp?v=1777740606,1,,FALSE,,,,kg,,,active
giup-boat-shape-metallic-nail-file,GIUP Boat Shape metallic Nail File,"<p>Lima professionale di alta qualità, ideale per modellare, levigare e rifinire unghie naturali, gel e ricostruzioni con precisione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,GIUP Boat Shape metallic Nail File,0,shopify,0,deny,manual,3.81,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/Nail_Files_Buffer_180-180_Pink_Sponge.webp?v=1777729155,1,,FALSE,,,,kg,,,active
gel-it-up-hand-and-body-cream-1000ml-calm-frost-new,GEL IT UP HAND AND BODY CREAM 1000ml CALM FROST NEW,"<p>Con Aloe biologica e un cocktail unico di ingredienti attivi, profuma e idrata la pelle. Si assorbe rapidamente e non lascia residui grassi. Ingredienti: Aloe Vera biologica, Acido Ialuronico, Pantenolo.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,GEL IT UP HAND AND BODY CREAM 1000ml CALM FROST NEW,1000000,shopify,0,deny,manual,17.36,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/GEL_IT_UP_HAND_AND_BODY_CREAM_100ml_CALM_FROST_NEW.webp?v=1777734091,1,,FALSE,,,,kg,,,active
gel-it-up-by-giupr-nail-forms,GEL.IT.UP by GIUP® Nail Forms,"<p>Rotolo da 500 nail forms professionali per ricostruzione unghie, ideali per creare allungamenti precisi e stabili con gel, builder gel o acrygel.</p>",GEL.IT.UP Italy,Uncategorized,Accessories,,TRUE,Title,Default Title,,,,,,,,GEL.IT.UP by GIUP® Nail Forms,0,shopify,0,deny,manual,18,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_27de03b9-364d-402a-b062-1a201b9318f1.webp?v=1777740731,1,,FALSE,,,,kg,,,active
french-nail-brush-rose-gold,French Nail Brush Rose Gold,"<p>Pennelli professionali in setole sintetiche di alta qualità, progettati per offrire massima precisione, controllo e comfort in ogni applicazione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,French Nail Brush Rose Gold,0,shopify,0,deny,manual,10.26,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_d06feb7e-14a6-4fab-9688-29871abc9127.webp?v=1777740678,1,,FALSE,,,,kg,,,active
fff-white-years-ahead-htf,FFF White Years Ahead -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, White, Gel Polish",TRUE,Title,Default Title,White,,,,,,,FFF White Years Ahead -HTF,11000,shopify,0,deny,manual,8.32,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_726db819-e53b-435d-80e0-750a4acef3ca.webp?v=1777740642,1,,FALSE,,,,kg,,,active
dual-forms-square,DUAL FORMS SQUARE,,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,DUAL FORMS SQUARE,0,shopify,0,deny,manual,6.38,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/Dual_Forms_SQUOVAL.webp?v=1777729718,1,,FALSE,,,,kg,,,active
dazzle-me-clear-1gr,Dazzle Me Clear 1gr,"<p>Aggiungi brillantezza alle tue unghie con i Mirror Powders, disponibili in 7 tonalità uniche. Dal silver luminoso al rose gold più deciso, sono ideali per professionisti e amanti della nail art.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Dazzle Me Clear 1gr,0,shopify,0,deny,manual,2.76,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/MIRROR_CLEAR.webp?v=1777729163,1,,FALSE,,,,kg,,,active
cool-care-builder-gel-40gr-htf,COOL CARE Builder Gel 40gr -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,COOL CARE Builder Gel 40gr -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_nude.webp?v=1777733197,1,,FALSE,,,,kg,,,active
dazzle-me-1gr-gp06-extreme-mirror,Dazzle Me 1gr GP06-Extreme Mirror,"<p>Aggiungi brillantezza alle tue unghie con i Mirror Powders, disponibili in 7 tonalità uniche. Dal silver luminoso al rose gold più deciso, sono ideali per professionisti e amanti della nail art.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Dazzle Me 1gr GP06-Extreme Mirror,0,shopify,0,deny,manual,2.76,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/MIRROR_CLEAR.webp?v=1777729163,1,,FALSE,,,,kg,,,active
cm12-mirror-x7-powder,CM12 Mirror X7 Powder,"<p>Aggiungi brillantezza alle tue unghie con i Mirror Powders, disponibili in 7 tonalità uniche. Dal silver luminoso al rose gold più deciso, sono ideali per professionisti e amanti della nail art.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,CM12 Mirror X7 Powder,5000,shopify,0,deny,manual,5.15,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/MIRROR_X6_1c711ead-21f1-436f-b487-43ecac1cd1d8.webp?v=1777733793,1,,FALSE,,,,kg,,,active
btb03-brimstone-htf,BTB03 Brimstone -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Yellow, Gel Polish",TRUE,Title,Default Title,Yellow,,,,,,,BTB03 Brimstone -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_dfe07ee6-dbda-43f4-92d6-1db5933a0374.webp?v=1777740715,1,,FALSE,,,,kg,,,active
btb02-nautilus-htf,BTB02 Nautilus -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,BTB02 Nautilus -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_dfe07ee6-dbda-43f4-92d6-1db5933a0374.webp?v=1777740715,1,,FALSE,,,,kg,,,active
btb01-rosso-corso-htf,BTB01 Rosso Corso -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,"Solid Gel Colours, Red, Gel Polish",TRUE,Title,Default Title,Red,,,,,,,BTB01 Rosso Corso -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_dfe07ee6-dbda-43f4-92d6-1db5933a0374.webp?v=1777740715,1,,FALSE,,,,kg,,,active
brush-on-builder-gel-milky-glitter-15ml-htf,Brush on Builder Gel Milky Glitter 15ml -HTF,"<p>Brush On Builder è un BIAB autolivellante in flacone, ideale per rinforzare, modellare e perfezionare l’unghia naturale. Adatto anche per piccoli allungamenti fino a 3 mm.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Brush on Builder Gel Milky Glitter 15ml -HTF,15000,shopify,0,deny,manual,11.94,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_nude.webp?v=1777733197,1,,FALSE,,,,kg,,,active
base-coat-15ml-htf,Base Coat 15ml -HTF,,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Classic Base Coat 15ml -HTF,15000,shopify,0,deny,manual,10.48,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_a77f5f19-b6d5-49c3-861e-9151066333b5.webp?v=1777740713,1,,FALSE,,,,kg,,,active
8-gel-brush-rose-gold,#8 Gel Brush Rose Gold,"<p>Pennelli professionali in setole sintetiche di alta qualità, progettati per offrire massima precisione, controllo e comfort in ogni applicazione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,#8 Gel Brush Rose Gold,0,shopify,0,deny,manual,10.26,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_d06feb7e-14a6-4fab-9688-29871abc9127.webp?v=1777740678,1,,FALSE,,,,kg,,,active
aquarela-brush-rose-gold,Aquarela Brush Rose Gold,"<p>Pennelli professionali in setole sintetiche di alta qualità, progettati per offrire massima precisione, controllo e comfort in ogni applicazione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Aquarela Brush Rose Gold,0,shopify,0,deny,manual,10.9,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_d06feb7e-14a6-4fab-9688-29871abc9127.webp?v=1777740678,1,,FALSE,,,,kg,,,active
8-acrylic-brush-rose-gold,#8 Acrylic brush Rose Gold,"<p>Pennelli professionali in setole sintetiche di alta qualità, progettati per offrire massima precisione, controllo e comfort in ogni applicazione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,#8 Acrylic brush Rose Gold,0,shopify,0,deny,manual,16.06,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_d06feb7e-14a6-4fab-9688-29871abc9127.webp?v=1777740678,1,,FALSE,,,,kg,,,active
6-gel-brush-rose-gold,#6 Gel Brush Rose Gold,"<p>Pennelli professionali in setole sintetiche di alta qualità, progettati per offrire massima precisione, controllo e comfort in ogni applicazione.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,#6 Gel Brush Rose Gold,0,shopify,0,deny,manual,16.06,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_d06feb7e-14a6-4fab-9688-29871abc9127.webp?v=1777740678,1,,FALSE,,,,kg,,,active
3-in-1-shimmery-builder-gel-40g-pink-marmalade-htf,3-in-1 Shimmery Builder Gel 40g Pink Marmalade -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,3-in-1 Shimmery Builder Gel 40g Pink Marmalade -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_pearly_pink.webp?v=1777733217,1,,FALSE,,,,kg,,,active
3-in-1-shimmery-builder-gel-40g-light-lilac-htf,3-in-1 Shimmery Builder Gel 40g Light Lilac -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,3-in-1 Shimmery Builder Gel 40g Light Lilac -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_pearly_nude.webp?v=1777732695,1,,FALSE,,,,kg,,,active
3-in-1-shimmery-builder-gel-40g-cover-htf,3-in-1 Shimmery Builder Gel 40g Cover -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,3-in-1 Shimmery Builder Gel 40g Cover -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_pearly_nude.webp?v=1777732695,1,,FALSE,,,,kg,,,active
3-in-1-shimmery-builder-gel-40g-clear-iridescent-htf,3-in-1 Shimmery Builder Gel 40g Clear Iridescent -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,3-in-1 Shimmery Builder Gel 40g Clear Iridescent -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_pearly_nude.webp?v=1777732695,1,,FALSE,,,,kg,,,active
3-in-1-builder-gel-cover-40g-htf,3-in-1 Builder Gel Cover 40g -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,3-in-1 Builder Gel Cover 40g -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_nude.webp?v=1777733197,1,,FALSE,,,,kg,,,active
3-in-1-builder-gel-pink-40g-htf,3-in-1 Builder Gel Pink 40g -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,3-in-1 Builder Gel Pink 40g -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_pearly_pink.webp?v=1777733217,1,,FALSE,,,,kg,,,active
3-in-1-builder-gel-clear-40g-htf,3-in-1 Builder Gel Clear 40g -HTF,"<p>GEL.IT.UP 3-in-1 Builder Gel è un builder gel monofasico, denso e completamente stabile, che non ingiallisce nel tempo. È ideale sia per il rinforzo dell’unghia naturale sia per le ricostruzioni. Può essere utilizzato con sicurezza sia da principianti sia da nail technician esperte. Non richiede base coat né gel aggiuntivi prima dell’applicazione. Dopo la polimerizzazione, mantiene un leggero strato di dispersione. Benefici principali: forza rinforzata con fibre, efficienza monofasica, comfort cool-cure e performance 100% HEMA/TPO-free.</p>",GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,3-in-1 Builder Gel Clear 40g -HTF,40000,shopify,0,deny,manual,23.16,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/3_in_1_premium_builder_gel_nude.webp?v=1777733197,1,,FALSE,,,,kg,,,active
autumn-2021-ota06-htf,Autumn 2021 OTA06 -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,Autumn 2021 OTA06 -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_a7fab10e-2c58-4708-acca-f6c2af51868b.webp?v=1777740699,1,,FALSE,,,,kg,,,active
autumn-2021-ota01-htf,Autumn 2021 OTA01 -HTF,"<p>Tutti i gel polish devono essere polimerizzati per almeno 60 secondi, poiché sono TPO-free.</p>",GEL.IT.UP Italy,,,Gel Polish,TRUE,Title,Default Title,,,,,,,,Autumn 2021 OTA01 -HTF,11000,shopify,0,deny,manual,7.41,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_aad4ac34-2c4b-44cc-8985-1a9941a31c44.webp?v=1777740697,1,,FALSE,,,,kg,,,active
white-nail-lamp-new,White Nail Lamp New,,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,White Nail Lamp New,0,shopify,0,deny,manual,10.4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_0803129a-878b-41b6-9cec-ec3dd8b6f99e.webp?v=1777740698,1,,FALSE,,,,kg,,,active
ombre-sponge,Ombre sponge,<p>Sponge for Ombre Effects</p>,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Ombre sponge,0,shopify,0,deny,manual,6.4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_55c474e1-2927-44cc-85b1-8fc123cb7534.webp?v=1777740695,1,,FALSE,,,,kg,,,active
sugary-glitter-pigment-3gr-05-htf,Sugary Glitter pigment 3gr 05 -HTF,<p>Glitter per un effetto extra brillante!</p>,GEL.IT.UP Italy,,,,TRUE,Title,Default Title,,,,,,,,Sugary Glitter pigment 3gr 05 -HTF,3000,shopify,0,deny,manual,3.22,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0947/5545/5242/files/download_ea33f86d-eca0-4360-bff7-70b4a1e6fcb2.webp?v=1777740694,1,,FALSE,,,,kg,,,active
